Category,Track_ID,Track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Afro,0UQQNeU52QjnVmcqiaa9HT,Finesse,0.779,0.877,5.0,-2.766,0.0,0.157,0.0447,0.0,0.0462,0.934,104.99
Afro,0Q8FBMTjudrUBU00q2asEJ,Infinity,0.644,0.7170000000000001,6.0,-6.731,0.0,0.106,0.2289999999999999,0.0,0.094,0.531,111.138
Afro,44GUOKXoWcgNyRzHhhPwqN,Infinity,0.682,0.954,5.0,-2.313,0.0,0.143,0.0836,0.00278,0.3389999999999999,0.455,127.997
Afro,0Uc9EwZN0ux7kP3AuK20kc,Diablo,0.845,0.475,1.0,-7.322999999999999,1.0,0.147,0.48,7.77e-06,0.179,0.477,120.046
Afro,705Qv8Y9pjMsQIH35F7NgV,Diablo,0.857,0.489,9.0,-9.905,0.0,0.0387,0.31,1.33e-06,0.105,0.591,127.956
Afro,4rp2YFa4vQRHTKkydS65fR,Move On,0.631,0.8320000000000001,6.0,-5.083,1.0,0.0599,0.0272,0.0,0.282,0.213,128.188
Afro,1LLrWGfDWTkDQsVZmhcP5G,Move On,0.376,0.746,5.0,-4.29,0.0,0.091,0.3,0.0,0.3379999999999999,0.506,124.476
Afro,4CaZy3NZpeLKbvuVPACq8J,Move On,0.81,0.465,9.0,-11.244000000000002,1.0,0.0732,0.0319,3.31e-06,0.18,0.309,129.961
Afro,00xf6hbvyhI2bmlAtsfajg,Move On,0.7929999999999999,0.7979999999999999,9.0,-2.219,0.0,0.0835,0.114,0.0,0.316,0.462,102.962
Afro,20SfgrvRjh3LeFMM2Cg8ds,Dance,0.684,0.489,4.0,-7.073,0.0,0.17,0.408,0.0,0.0674,0.44,109.968
Afro,0WHdParUQwJEE2cU3mu5bt,Dance,0.802,0.579,9.0,-6.357,1.0,0.0998,0.155,0.0,0.33,0.273,119.965
Afro,7fWMvmH2YLxabiHfxH03CO,Dance,0.777,0.8140000000000001,8.0,-5.42,0.0,0.0465,0.0118,9.75e-06,0.05,0.7659999999999999,97.974
Afro,4WIfHwKdes9ploPhLubXuJ,Nadie,0.727,0.6679999999999999,0.0,-0.3,1.0,0.0442,0.642,5.41e-05,0.221,0.967,159.905
Afro,0OP55Rv7JuO90ByM1Tcgze,Nadie,0.841,0.5539999999999999,10.0,-8.09,1.0,0.0531,0.0539,0.000146,0.0993,0.97,140.305
Afro,09jXQmcxrsR19aYTplAYY2,Nadie,0.6459999999999999,0.445,0.0,-5.795,1.0,0.0516,0.516,0.0,0.321,0.7609999999999999,145.901
Afro,2VRVV7cvAGPJ2EBU4FIVCz,Nadie,0.679,0.617,0.0,-5.327999999999999,1.0,0.12,0.19,0.0,0.0798,0.665,189.993
Afro,65DSb4IAjcg6rE8Woom7zZ,Control,0.585,0.5479999999999999,2.0,-7.242000000000001,1.0,0.0412,0.0594,5.85e-05,0.144,0.583,96.218
Afro,5o3P1hCoP76ueXmZKgv335,Control,0.356,0.685,0.0,-6.696000000000001,0.0,0.079,0.00139,0.0,0.141,0.563,153.748
Afro,5lW2Mj19ziEkGb6G6gtMu1,Control,0.6679999999999999,0.503,7.0,-13.7,0.0,0.155,0.0698,0.0,0.132,0.132,139.96
Afro,4fmnk3YjVS0cErusvoVapt,Control,0.7290000000000001,0.5660000000000001,8.0,-5.066,1.0,0.111,0.1369999999999999,0.0,0.128,0.264,141.045
Afro,1s2nqmOskKMNRODPn63Xo1,Control,0.768,0.483,7.0,-7.619,0.0,0.0907,0.405,0.00221,0.121,0.174,133.056
Afro,4wrf1AaQIOEMFNUjNl1L47,Control,0.669,0.326,7.0,-11.06,1.0,0.0617,0.518,0.0,0.145,0.261,120.111
Afro,4SF6S1UUsTes8qQfpnnOWB,Control,0.5479999999999999,0.767,5.0,-4.092,0.0,0.0609,0.00337,1.76e-05,0.181,0.302,99.976
Afro,46XtvWp7XdxDJAn2V926oU,Control,0.46,0.906,7.0,-6.087000000000001,1.0,0.0549,0.00469,0.0,0.293,0.7240000000000001,190.125
Afro,2hfmx7CC0CptBqmGeKqLb4,2AM,0.599,0.687,8.0,-6.38,1.0,0.0688,0.2239999999999999,0.0,0.114,0.617,135.934
Afro,76j4Xy8OlPi7jEQsAKlXwp,Te Amo,0.619,0.674,6.0,-5.992999999999999,0.0,0.1009999999999999,0.535,0.0002,0.121,0.536,171.87099999999998
Afro,3ckIsIRCqZal2A4d1fj3xk,Te Amo,0.726,0.769,6.0,-5.867999999999999,0.0,0.0468,0.128,0.000391,0.0834,0.932,90.04799999999999
Afro,3FMbXV2CfZb4hNh1U1bQkt,Te Amo,0.633,0.555,9.0,-7.337000000000001,0.0,0.0453,0.00813,0.00622,0.113,0.546,90.895
Afro,4u4tDyopZkHxGtoBcQDRTc,Te Amo,0.772,0.728,7.0,-4.356,1.0,0.0286,0.7140000000000001,0.00912,0.275,0.746,128.03
Afro,2RVrdr062uLFxXwIxwdXPH,Te Amo,0.8490000000000001,0.7240000000000001,5.0,-4.138999999999999,1.0,0.0665,0.0204,5.98e-06,0.235,0.63,98.005
Afro,6XdBfzHHFrbeY3ZEI5JIYP,365,0.85,0.472,8.0,-9.491,0.0,0.142,0.177,9.07e-05,0.0974,0.266,89.976
Afro,6NgdiN6wiPU7a3bgU85tKV,365,0.475,0.878,7.0,-6.905,1.0,0.0707,0.000227,7.24e-06,0.3,0.477,164.995
Afro,2XWjPtKdi5sucFYtVav07d,365,0.745,0.693,2.0,-5.479,0.0,0.034,0.3389999999999999,0.0,0.123,0.248,98.039
Afro,1FGyTfLcIsqdtgajYLZtgu,Aye,0.604,0.493,0.0,-8.892000000000001,1.0,0.0545,0.00769,0.000869,0.297,0.695,138.91899999999998
Afro,4nWZnTbY9I9LKWOP3IGpR4,Takeover,0.629,0.815,0.0,-6.523,0.0,0.0374,0.00374,8.13e-05,0.126,0.352,129.98
Afro,6KmGqbNmDdAsNCbWeEZYzT,Fall in Love,0.63,0.8759999999999999,7.0,-3.384,0.0,0.0376,0.00821,2.13e-05,0.263,0.353,105.999
Afro,02uDZYbhWacKwnPm57nsoL,Fall in Love,0.738,0.498,1.0,-10.139,1.0,0.225,0.0231,0.0,0.205,0.344,150.07
Afro,4SYhiaIfPuJNSNDs45sOph,Fall in Love,0.779,0.372,11.0,-11.242,0.0,0.0594,0.151,0.0,0.309,0.537,109.909
Afro,0Le7CGCuX9Vth13xdCgDCe,Fall,0.396,0.294,0.0,-8.863999999999999,1.0,0.0357,0.521,2.53e-06,0.351,0.377,128.769
Afro,35RXr07IIoz6zCdNJAZo9q,Fall,0.3379999999999999,0.283,3.0,-13.321,1.0,0.0296,0.858,0.00947,0.0897,0.12,107.386
Afro,1kbWbAiXFjWKRpHLe2jMgR,Fall,0.7759999999999999,0.705,0.0,-4.566,0.0,0.0962,0.122,0.0,0.0665,0.804,92.021
Afro,2o0z6WoQESRg5OmrxHTQdz,Fall,0.53,0.239,4.0,-14.134,1.0,0.0272,0.8,0.00561,0.107,0.133,135.001
Afro,5lUFCZ9ssHr4PfwRi1w3iu,Fall,0.499,0.799,10.0,-6.691,0.0,0.0337,0.000459,0.000169,0.203,0.42,140.036
Afro,3HEyrUdz7l73RivRJ79a3Z,Fall,0.373,0.226,5.0,-8.351,1.0,0.0739,0.981,0.0,0.109,0.3779999999999999,170.40599999999998
Afro,6Lafd3azzRoxqcIqomTxqo,Fall,0.32,0.8290000000000001,8.0,-2.5810000000000004,1.0,0.124,0.0175,3.38e-06,0.0483,0.757,200.042
Afro,3fiG8ldyPfaqhoq0xlgcZb,Fall,0.372,0.861,9.0,-5.419,0.0,0.0885,0.0069,0.00138,0.294,0.351,152.009
Afro,4pJYC1Iv1CBI67YHQ4JeHB,Fall,0.489,0.964,0.0,-4.13,0.0,0.0953,0.000647,0.0609,0.0652,0.111,137.999
Afro,6aqJxgnCsnuJUxXcHQy5Ft,Fall,0.421,0.853,7.0,-4.619,1.0,0.106,0.00237,0.0,0.0396,0.557,154.80100000000002
Afro,5S6kWyp3feNcPppUQkXH5N,Fall,0.752,0.7440000000000001,9.0,-5.249,0.0,0.0644,0.114,0.0,0.372,0.526,136.034
Afro,06g6RbAQad8bIClfNbBKRJ,Fall,0.539,0.516,1.0,-6.033,1.0,0.0335,0.0123,0.0,0.11,0.321,81.065
Afro,7loj0fBXhoXz80KVXAFYex,Fall,0.6920000000000001,0.248,10.0,-11.304,0.0,0.0283,0.92,1.34e-05,0.102,0.4379999999999999,100.097
Afro,4o0HfQCoHVLiEmt0pZXrGz,One Ticket,0.8290000000000001,0.929,6.0,-3.059,1.0,0.244,0.0575,0.0,0.0782,0.89,105.997
Afro,36GpW57L8KsDAqNz59vSqX,If,0.57,0.6759999999999999,5.0,-4.902,0.0,0.178,0.0766,0.0,0.0894,0.682,117.64
Afro,6ZBfMUfnjeNjVBBISesD5J,The Money,0.6609999999999999,0.845,5.0,-4.705,0.0,0.128,0.0378,5.93e-06,0.379,0.147,100.013
Afro,7hDYS0v5rXc2BC6e7UZXUF,Wake Up,0.5429999999999999,0.8290000000000001,11.0,-4.97,1.0,0.0569,0.00122,0.0397,0.0863,0.519,151.936
Afro,1as89Lyl830tHtUiT38MoT,Wake Up,0.5329999999999999,0.977,10.0,-4.383,0.0,0.075,0.000841,0.0006929999999999,0.278,0.638,105.974
Afro,6CzrXUNd79ZEqkY0iYduXo,Wake Up,0.809,0.54,10.0,-8.14,1.0,0.0677,0.37,8.79e-05,0.114,0.389,141.994
Afro,4Ppu7OSnSSZYB7MIwEjMZY,Wake Up,0.629,0.531,1.0,-11.763,1.0,0.177,0.00734,0.0,0.351,0.185,139.98
Afro,6zYiV0zrnaYknCVAliTzDc,Wake Up,0.725,0.695,4.0,-5.486000000000001,0.0,0.0467,0.198,0.00825,0.204,0.0376,144.988
Afro,4Y9UIl5gcrFQBc92XiNgPC,Wake Up,0.7490000000000001,0.4639999999999999,1.0,-8.857000000000001,1.0,0.254,0.76,0.0037799999999999,0.0911,0.441,162.115
Afro,2K2rUdogOGEFEOUl4LMeGr,Wake Up,0.6659999999999999,0.687,6.0,-5.364,1.0,0.0584,0.515,0.0,0.136,0.857,150.059
Afro,15NrgG4uV8cxX6fzJjuJbS,Wake Up,0.82,0.513,0.0,-8.514,1.0,0.2,0.374,0.0,0.152,0.4629999999999999,127.023
Afro,4aMqQIcUIq9b9QbZvWoHuq,Wake Up,0.877,0.917,2.0,-6.64,1.0,0.14,0.525,0.0,0.272,0.8809999999999999,128.061
Afro,4I6Q8Hmnibt5RslLTaIuUC,Wake Up,0.7290000000000001,0.5920000000000001,10.0,-4.772,0.0,0.182,0.21,0.00955,0.331,0.539,153.05100000000002
Afro,2CXF3c5KrBsXZygtyQJtq9,Wake Up,0.775,0.6579999999999999,2.0,-5.119,1.0,0.175,0.0988,0.0,0.111,0.325,139.97799999999998
Afro,1XP0VR8KMArstV37bfzkt8,Wake Up,0.331,0.6679999999999999,3.0,-3.167,0.0,0.0415,0.0463,0.0,0.2269999999999999,0.152,145.13299999999998
Afro,64pwQ2ORIDJtFmpC85C0vo,Wake Up,0.54,0.973,5.0,-3.294,1.0,0.205,0.032,0.00168,0.168,0.63,156.002
Afro,4YfpZeT0wcoMiHGD3qippa,Wake Up,0.858,0.6,5.0,-10.922,0.0,0.251,0.0833,0.0,0.182,0.695,140.04399999999998
Afro,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),0.698,0.633,8.0,-4.946000000000001,1.0,0.0597,0.0605,0.000194,0.0926,0.552,96.924
Afro,5jyyPsIGM2yqkZN9R3TmvN,The Ways (with Swae Lee),0.727,0.72,11.0,-5.856,0.0,0.0488,0.0626,1.21e-06,0.176,0.589,140.08
Afro,2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,0.856,0.652,1.0,-5.324,1.0,0.143,0.177,0.0,0.193,0.471,97.017
Afro,5cXg9IQS34FzLVdHhp7hu7,Big Shot (with Travis Scott),0.855,0.478,1.0,-9.116,1.0,0.193,0.00759,0.0,0.1009999999999999,0.284,130.018
Afro,5k9YFf1kIUBHs8vlZXYJTQ,Pray For Me (with Kendrick Lamar),0.735,0.677,2.0,-4.979,1.0,0.093,0.0762,2.17e-05,0.111,0.188,100.584
Afro,77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),0.735,0.677,2.0,-4.979,1.0,0.093,0.0762,2.17e-05,0.111,0.188,100.584
Afro,07heIznr3ziWFz4nnW9xaj,Welcome Home,0.375,0.81,7.0,-5.609,1.0,0.0698,0.00122,4.05e-05,0.1119999999999999,0.1169999999999999,75.051
Afro,3IfH7qMMmbxeLmEB8bNWsF,Sirens,0.509,0.916,8.0,-4.503,1.0,0.0629,0.00022,1.76e-06,0.379,0.431,104.918
Afro,6hd84MhPc57WYjlaPOmkPZ,Sirens,0.539,0.568,5.0,-9.345,0.0,0.0316,0.0459,0.063,0.309,0.241,111.144
Afro,4ISkpYcYDh58QRoVapxUTa,Maya,0.539,0.644,7.0,-7.96,1.0,0.209,0.815,0.0,0.133,0.419,156.05100000000002
Afro,7oyYzM9AIP1j1v7OBJAiso,Vertigo,0.561,0.68,6.0,-7.03,1.0,0.0431,0.421,4.52e-06,0.0906,0.753,155.97799999999998
Afro,7HDOEeiZ83NSbUVj0r9Ez7,Vertigo,0.6409999999999999,0.492,1.0,-9.022,1.0,0.0283,0.1939999999999999,0.0,0.374,0.552,80.033
Afro,3wJ2gpTujGW8YkZBlLq79R,Vertigo,0.735,0.616,1.0,-7.277,1.0,0.0579999999999999,0.0334,0.0,0.103,0.147,133.153
Afro,4P1Ma00hFxrW6xntdI7Xst,Vertigo,0.332,0.226,9.0,-11.145,1.0,0.034,0.872,3.5100000000000006e-05,0.183,0.122,127.208
Afro,7stcuQtnHL7C6XdPvpwywv,Vertigo,0.487,0.4579999999999999,4.0,-7.761,0.0,0.0371,0.552,0.0257,0.1169999999999999,0.207,115.989
Afro,2B13qgA4XD1P14eeArdt19,Life,0.71,0.7070000000000001,1.0,-5.816,1.0,0.114,0.123,8.58e-05,0.1169999999999999,0.1689999999999999,91.502
Afro,65TWxOzFQlUjwgl2MmLQBM,Life,0.908,0.623,0.0,-6.754,1.0,0.0648,0.262,1.93e-05,0.205,0.5760000000000001,129.968
Afro,1N0GdFeRwgEeiDqkX0m4HB,Life,0.816,0.748,1.0,-3.156,1.0,0.0423,0.4029999999999999,2.96e-06,0.0784,0.96,117.97
Afro,5dsG9ANx6bK8hd8PNw4kvT,Life,0.8590000000000001,0.802,1.0,-6.267,1.0,0.0996,0.176,0.0,0.316,0.898,140.031
Afro,1HisqZ1fik0fn5XM9CUyJc,Life,0.8290000000000001,0.584,4.0,-7.352,0.0,0.2019999999999999,0.4639999999999999,0.0,0.0896,0.939,97.018
Afro,5sM3bfhDcwhp9RhhWcN4Zr,Life,0.728,0.649,10.0,-7.4,0.0,0.0579999999999999,0.0201,0.024,0.093,0.395,117.944
Afro,1TB3jqXrBIzc5z4H5gf0hq,Life,0.746,0.682,2.0,-5.931,0.0,0.0544,0.382,0.0,0.1669999999999999,0.2269999999999999,95.025
Afro,6VzI8qmXPVdLidVs81JmrG,Life,0.594,0.746,8.0,-8.725,1.0,0.0605,0.00484,2.13e-05,0.273,0.8759999999999999,144.975
Afro,6yB9HcNY5IofPI5BHRov0K,Life,0.753,0.6459999999999999,4.0,-7.957999999999999,0.0,0.128,0.00844,0.00793,0.3389999999999999,0.266,169.991
Afro,7JXN3ViPKHd3WhD42JqSRE,Life,0.757,0.525,11.0,-6.636,0.0,0.0279999999999999,0.0706,3.3600000000000004e-05,0.0895,0.495,100.012
Afro,24CK70AzgFHwxTZ52zoQlB,Life,0.407,0.484,5.0,-9.826,0.0,0.193,0.585,1.98e-05,0.107,0.217,79.999
Afro,0myyPxEBo4Gi1MpdpppUjW,Far Away,0.813,0.282,7.0,-10.720999999999998,1.0,0.0458,0.913,0.000391,0.1009999999999999,0.245,141.123
Afro,0H9edE4lUTFbtcfZvf8fIz,Far Away,0.868,0.7170000000000001,8.0,-6.103,0.0,0.174,0.316,6.99e-06,0.108,0.742,110.024
Afro,28KavsBT8WuLGceaRU9o0u,Far Away,0.723,0.29,0.0,-14.467,1.0,0.0814,0.122,2.25e-06,0.109,0.0615,80.005
Afro,570SCii4sHQgf28PbrV7Z4,Far Away,0.639,0.502,2.0,-9.188,1.0,0.0963,0.657,0.0,0.371,0.479,110.124
Afro,7c6JorHkk2xIo9mGGbLn6H,Far Away,0.65,0.647,5.0,-6.907,1.0,0.0304,0.0363,2.4e-06,0.165,0.43,102.971
Afro,1B9vkXFdND8nGjhIDY74GH,The Best Is Yet To Come,0.498,0.7490000000000001,7.0,-5.488,1.0,0.0358,0.0655,0.0,0.1159999999999999,0.479,177.963
Afro,1efqYoSOqAw6dyP8xsQuIZ,Don't Let Me Down,0.6859999999999999,0.2339999999999999,9.0,-8.975,0.0,0.0618,0.787,0.0,0.106,0.424,79.618
Afro,5gqqhDUETb6ftmMEXPb1sX,Real Love,0.581,0.366,7.0,-9.953,1.0,0.0316,0.8740000000000001,0.0,0.16,0.2769999999999999,99.97
Afro,2Hf7RSn93Mr8zWDHpl6BmH,Real Love,0.5770000000000001,0.595,0.0,-13.774,1.0,0.0723,0.0006259999999999,0.0369,0.0699,0.748,102.884
Afro,3n2ItKLgjRT8p4Yy9Ajiwg,Real Love,0.342,0.178,5.0,-11.425999999999998,1.0,0.0271,0.913,0.0,0.104,0.192,82.835
Afro,5XwOhiy665ZXdXaVD59LWt,Real Love,0.544,0.442,0.0,-7.489,1.0,0.0318,0.907,0.0137,0.271,0.342,91.757
Afro,6IDublzxvKOiKi8ZmlPHOL,Real Love,0.384,0.406,4.0,-6.648,0.0,0.0342,0.531,0.0,0.178,0.436,150.076
Afro,6Q5mBaYx58jIwZ9w8rlEVS,For You,0.655,0.802,8.0,-5.62,1.0,0.0548,0.0287,0.0,0.0763,0.608,88.01299999999999
Afro,37fXotOGNdpzyQ5EBRFAWg,For You,0.506,0.7759999999999999,2.0,-5.417999999999999,1.0,0.0287,0.0315,0.0,0.1169999999999999,0.57,162.015
Afro,3bUiOl7gv7cKtXIrwL21n2,For You,0.6579999999999999,0.725,8.0,-5.542000000000001,0.0,0.0328,0.203,2.92e-06,0.23,0.747,118.051
Afro,7kypJKFr4sGCqPtYQro9Lk,For You,0.347,0.898,11.0,-6.329,0.0,0.11,0.00237,0.0,0.0796,0.367,145.845
Afro,0wrvm435qXmdZrkWy8WOip,For You,0.347,0.932,7.0,-7.249,1.0,0.0538,0.00128,1.3e-06,0.07,0.417,189.969
Afro,3COLhvhmGSbHLFHrk1BAnz,For You,0.402,0.598,2.0,-8.457,1.0,0.0541,0.0443,2.6600000000000003e-05,0.1159999999999999,0.11,104.512
Afro,7zZ3ZIEOoZ5CDVQdmNWSzD,For You,0.341,0.71,10.0,-5.542000000000001,1.0,0.171,0.135,0.0,0.123,0.513,169.953
Afro,1lzwTDubcp0vuKO5lKxoaw,For You,0.638,0.747,6.0,-6.704,1.0,0.0366,0.0378,0.0303,0.0872,0.284,121.947
Afro,3rzHSGxyAh61gtVFNfPloU,For You,0.8029999999999999,0.537,7.0,-11.909,0.0,0.04,0.33,0.0285,0.143,0.597,119.995
Afro,6qE0K1nD4YlXup3KCcP9Qw,For You,0.2739999999999999,0.557,9.0,-6.487,0.0,0.0434,0.55,0.0,0.212,0.214,121.249
Afro,5izNmJYPQMa40gbPHJ9sEl,For You,0.7020000000000001,0.659,4.0,-8.091000000000001,1.0,0.0517,0.0526,0.0582,0.148,0.3929999999999999,119.983
Afro,5TnqiR1A6QSKWW4YL8Z3Yb,For You,0.3989999999999999,0.645,10.0,-5.983,1.0,0.0734,0.0895,0.0,0.1,0.245,122.603
Afro,5i4vHj9WC93iOlZTHa3DQd,For You,0.374,0.111,10.0,-9.137,1.0,0.0393,0.96,0.000137,0.182,0.251,97.981
Afro,3aM3NwquYW8OF0zPW7b3O9,For You,0.616,0.562,1.0,-8.627,1.0,0.0516,0.34,1.44e-05,0.108,0.247,131.562
Afro,7hfZw5pK0r2mSLoNSWOJqD,For You,0.6729999999999999,0.25,7.0,-13.575,0.0,0.0349,0.7509999999999999,0.0,0.135,0.0947,109.801
Afro,7xktbw9wyJyJbwS3y4LZFg,For You,0.396,0.782,8.0,-5.432,1.0,0.0548,0.0962,1.15e-05,0.146,0.412,173.83900000000003
Afro,4f5GhW8JYaYx1BK9nzQ9sW,For You,0.746,0.306,5.0,-8.314,1.0,0.0312,0.493,0.0,0.125,0.231,127.421
Afro,0QXWHtyEFGeepXF4J25wjN,For You,0.74,0.488,3.0,-11.135,1.0,0.0672,0.363,0.0203,0.2239999999999999,0.46,91.023
Afro,7LHGAz2egok2IV0MrExwJH,For You,0.6,0.94,6.0,-3.98,1.0,0.0614,0.0118,0.0169,0.311,0.179,129.963
Afro,3IT3klVvei2oWqjMHOv0uP,For You,0.401,0.452,10.0,-10.043,0.0,0.077,0.377,0.0,0.158,0.301,119.911
Afro,2IuiwVQPn4r3g2FR5mfv1R,For You,0.611,0.667,10.0,-7.507999999999999,0.0,0.0626,0.0843,6.02e-06,0.09,0.349,159.876
Afro,7aHb7sniraNeVlYIUinbF2,Let Me Go,0.622,0.522,2.0,-11.556,0.0,0.0404,0.00512,2.42e-06,0.0837,0.207,121.037
Afro,3WbBGCHbUluDOCfrzAe3Ye,Let Me Go,0.3329999999999999,0.389,9.0,-7.326,1.0,0.0353,0.449,0.0,0.0919,0.247,165.419
Afro,5SWsPTKvwx49zWmwIcZDUk,Let Me Go,0.253,0.601,7.0,-5.379,1.0,0.0448,0.118,0.00489,0.2319999999999999,0.0683,149.804
Afro,43B6Dzyd9tdCk8Pf9q2JcN,Let Me Go,0.6940000000000001,0.7929999999999999,11.0,-5.042,0.0,0.0674,0.0365,0.000135,0.15,0.723,80.044
Afro,3GslT7JQeZYRr8N3F4oBUx,Let Me Go,0.737,0.593,6.0,-7.55,1.0,0.0356,0.608,0.0,0.0875,0.7509999999999999,95.021
Afro,4elSn8RzFhFv6juJSH8eW0,Let Me Go,0.4379999999999999,0.715,0.0,-4.8180000000000005,0.0,0.126,0.00854,0.0,0.321,0.457,99.43
Afro,6i4o7jn033PDiNab3Yc3jY,Let Me Go,0.616,0.461,1.0,-10.329,0.0,0.0608,0.0939,0.0009689999999999,0.0875,0.1009999999999999,130.058
Afro,6of06Pu6DqDO90FUIAPqKs,Let Me Go,0.6779999999999999,0.701,10.0,-4.16,1.0,0.0473,0.155,0.0,0.0634,0.536,102.992
Afro,2ECYXEI3r4Hq3Jb5txTRx0,Let Me Go,0.602,0.812,1.0,-6.91,0.0,0.0301,0.3829999999999999,3.15e-05,0.127,0.738,91.985
Afro,6CpxMQAXyH0lQHGnCWWg3v,Babe,0.7170000000000001,0.487,0.0,-6.831,1.0,0.051,0.437,0.000374,0.162,0.165,93.992
Afro,7fRruZ12gXGwBs0zXQ6e5V,Babe,0.535,0.777,4.0,-3.292,1.0,0.207,0.0187,1.62e-06,0.136,0.664,171.72
Afro,57mYDr5l9wKhQUsFCs7Mf6,Last Summer,0.664,0.939,0.0,-3.594,1.0,0.0805,0.228,0.0341,0.048,0.358,179.99900000000002
Afro,3F8yaHhcejI9WFGLKUbANd,Last Summer,0.67,0.621,2.0,-5.04,1.0,0.0421,0.304,0.0,0.0523,0.7440000000000001,115.984
Afro,2ohnBL9OduX30tQGl3ngvK,Last Summer,0.693,0.752,7.0,-4.599,0.0,0.0468,0.267,0.0,0.158,0.536,86.039
Afro,1EeeabmG8RLPsdCYiXS3VS,Make Way,0.752,0.787,8.0,-5.145,1.0,0.0473,0.102,0.0,0.185,0.7170000000000001,120.023
Afro,0HIXq9nz3N6XaKUf9eWOPy,Rotation,0.698,0.847,2.0,-5.309,1.0,0.0325,0.0008529999999999,0.00406,0.3279999999999999,0.374,120.034
Afro,2HnjOXu1lay2YC0agQM2xL,Rotation,0.88,0.8340000000000001,3.0,-5.008,0.0,0.0409999999999999,0.00827,0.0,0.204,0.555,125.995
Afro,1LX7SGrc4FIE6LnzV498Ow,Better Than You,0.537,0.861,6.0,-4.726,0.0,0.0292,0.00119,0.0017699999999999,0.0657,0.595,147.996
Afro,33IOhptvC2Qoy2UhjiHXLV,Flames,0.609,0.726,5.0,-4.346,0.0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958
Afro,4TnXiHxWFqqH8hYr441R8N,This Year,0.773,0.649,9.0,-6.534,0.0,0.076,0.129,0.0,0.0672,0.856,96.974
Afro,54JKXbX4fLjWwtUecgRfe5,Marry Me,0.591,0.418,3.0,-8.607999999999999,1.0,0.0238,0.108,0.0,0.131,0.493,85.031
Afro,5xGVPai9U25LgGk79NuEqe,Marry Me,0.508,0.251,0.0,-9.414,1.0,0.0276,0.845,1.8100000000000003e-05,0.105,0.48,89.441
Afro,0gTfsNLVF8ZU7AsAJnhTmA,Marry Me,0.773,0.578,7.0,-5.085,1.0,0.0376,0.0978,0.0,0.127,0.562,119.976
Afro,2LM9de54eoOgFvBoSFV7pS,Data,0.7090000000000001,0.763,1.0,-5.519,1.0,0.0338,0.487,0.00673,0.105,0.931,74.977
Afro,2dIvqAgAsI2VH55mjNEEhG,Thunderstorm,0.526,0.517,1.0,-8.638,1.0,0.0356,0.239,0.0,0.109,0.0972,131.079
Afro,7imVqijNe1Wgz0uG6hgsgV,Checkmate,0.802,0.506,11.0,-8.231,0.0,0.249,0.0497,0.0,0.129,0.3979999999999999,126.006
Afro,0I49ANtRISkMTlEoMLT4MB,Aftermath,0.531,0.92,4.0,-4.766,1.0,0.053,0.251,4.36e-06,0.1119999999999999,0.789,91.039
Afro,40n8ZJVmwkdNAUBZSv8Xhg,Aftermath,0.437,0.934,6.0,-3.227,0.0,0.0915,0.00166,0.0,0.317,0.431,144.135
Afro,0C9XP9CGAqh9YoCcgSXh1T,Pull Up,0.679,0.7190000000000001,8.0,-4.7010000000000005,1.0,0.0285,0.0167,6.93e-06,0.157,0.521,102.016
Afro,4G4YPFg52s1WqpfqKiIR7n,Pull Up,0.7070000000000001,0.7759999999999999,0.0,-4.691,0.0,0.0368,0.306,0.0,0.157,0.507,142.02700000000002
Afro,0gEXBU28QK6J276N8wZwlB,Pull Up,0.703,0.779,0.0,-6.726,1.0,0.1119999999999999,0.441,0.0,0.1689999999999999,0.89,156.118
Afro,734m5B1CMPYZ8QUZ6uDc3O,Pull Up,0.8059999999999999,0.902,2.0,-4.071000000000001,1.0,0.226,0.0096,0.000155,0.166,0.498,107.98
Afro,2WEksLgOi6nLwAQnmLXjwG,Pull Up,0.83,0.727,7.0,-4.88,0.0,0.0842,0.149,0.0159,0.04,0.883,96.99
Afro,5uFIuloB8bVZjR3XAfB1jz,Pull Up,0.816,0.672,0.0,-3.736,1.0,0.0741,0.396,0.0,0.074,0.424,102.007
Afro,32HOU3QqiVi8Y1Pvf4EVUy,Pull Up,0.5660000000000001,0.552,4.0,-8.0,1.0,0.0472,0.0143,0.0,0.111,0.13,103.96
Afro,6R8gZ2TQhFbr8ROSftMOm6,Pull Up,0.722,0.444,7.0,-7.635,1.0,0.0431,0.381,0.0,0.107,0.151,89.977
Afro,66jaqY2CQFXlLfaIZUv4sE,Pull Up,0.634,0.564,1.0,-12.005999999999998,0.0,0.033,0.514,0.00481,0.1009999999999999,0.157,127.977
Afro,40iZb5dbYDx8ZzuUx1hdIm,Pull Up,0.805,0.447,10.0,-9.019,0.0,0.086,0.129,0.00173,0.139,0.0617,116.087
Afro,77agQISpGgmxWidNEml028,Pull Up,0.8220000000000001,0.384,0.0,-7.647,0.0,0.2289999999999999,0.266,0.0,0.0875,0.254,121.907
